Employee #,Date,Time In,Time Out
10001,06/03/24,8:05,17:00
10001,06/04/24,8:00,17:00
10001,06/05/24,8:00,17:00
10001,06/06/24,8:05,17:00
10001,06/07/24,8:00,17:00
10001,06/10/24,8:10,17:00
10001,06/11/24,8:05,17:00
10001,06/12/24,8:00,17:00
10001,06/13/24,8:00,17:00
10001,06/14/24,8:05,17:00
10001,06/17/24,8:10,17:00
10001,06/18/24,8:00,17:00
10001,06/19/24,8:05,17:00
10001,06/20/24,8:00,17:00
10001,06/21/24,8:00,17:00
10001,07/01/24,8:05,17:00
10001,07/02/24,8:00,17:00
10001,07/03/24,8:00,17:00
10001,07/04/24,8:05,17:00
10001,07/05/24,8:00,17:00
10001,07/08/24,8:10,17:00
10001,07/09/24,8:05,17:00
10001,07/10/24,8:00,17:00
10001,07/11/24,8:00,17:00
10001,07/12/24,8:05,17:00
10001,07/15/24,8:10,17:00
10001,07/16/24,8:00,17:00
10001,07/17/24,8:05,17:00
10001,07/18/24,8:00,17:00
10001,07/19/24,8:00,17:00
10001,08/01/24,8:05,17:00
10001,08/02/24,8:00,17:00
10001,08/05/24,8:00,17:00
10001,08/06/24,8:05,17:00
10001,08/07/24,8:00,17:00
10001,08/08/24,8:10,17:00
10001,08/09/24,8:05,17:00
10001,08/12/24,8:00,17:00
10001,08/13/24,8:00,17:00
10001,08/14/24,8:05,17:00
10001,08/15/24,8:10,17:00
10001,08/16/24,8:00,17:00
10001,08/19/24,8:05,17:00
10001,08/20/24,8:00,17:00
10001,08/21/24,8:00,17:00
10001,09/02/24,8:05,17:00
10001,09/03/24,8:00,17:00
10001,09/04/24,8:00,17:00
10001,09/05/24,8:05,17:00
10001,09/06/24,8:00,17:00
10001,09/09/24,8:10,17:00
10001,09/10/24,8:05,17:00
10001,09/11/24,8:00,17:00
10001,09/12/24,8:00,17:00
10001,09/13/24,8:05,17:00
10001,09/16/24,8:10,17:00
10001,09/17/24,8:00,17:00
10001,09/18/24,8:05,17:00
10001,09/19/24,8:00,17:00
10001,09/20/24,8:00,17:00
10001,10/01/24,8:05,17:00
10001,10/02/24,8:00,17:00
10001,10/03/24,8:00,17:00
10001,10/04/24,8:05,17:00
10001,10/07/24,8:00,17:00
10001,10/08/24,8:10,17:00
10001,10/09/24,8:05,17:00
10001,10/10/24,8:00,17:00
10001,10/11/24,8:00,17:00
10001,10/14/24,8:05,17:00
10001,10/15/24,8:10,17:00
10001,10/16/24,8:00,17:00
10001,10/17/24,8:05,17:00
10001,10/18/24,8:00,17:00
10001,10/21/24,8:00,17:00
10001,11/01/24,8:05,17:00
10001,11/04/24,8:00,17:00
10001,11/05/24,8:00,17:00
10001,11/06/24,8:05,17:00
10001,11/07/24,8:00,17:00
10001,11/08/24,8:10,17:00
10001,11/11/24,8:05,17:00
10001,11/12/24,8:00,17:00
10001,11/13/24,8:00,17:00
10001,11/14/24,8:05,17:00
10001,11/15/24,8:10,17:00
10001,11/18/24,8:00,17:00
10001,11/19/24,8:05,17:00
10001,11/20/24,8:00,17:00
10001,11/21/24,8:00,17:00
10001,12/02/24,8:05,17:00
10001,12/03/24,8:00,17:00
10001,12/04/24,8:00,17:00
10001,12/05/24,8:05,17:00
10001,12/06/24,8:00,17:00
10001,12/09/24,8:10,17:00
10001,12/10/24,8:05,17:00
10001,12/11/24,8:00,17:00
10001,12/12/24,8:00,17:00
10001,12/13/24,8:05,17:00
10001,12/16/24,8:10,17:00
10001,12/17/24,8:00,17:00
10001,12/18/24,8:05,17:00
10001,12/19/24,8:00,17:00
10001,12/20/24,8:00,17:00
10002,06/03/24,8:05,17:00
10002,06/04/24,8:00,17:00
10002,06/05/24,8:00,17:00
10002,06/06/24,8:05,17:00
10002,06/07/24,8:00,17:00
10002,06/10/24,8:10,17:00
10002,06/11/24,8:05,17:00
10002,06/12/24,8:00,17:00
10002,06/13/24,8:00,17:00
10002,06/14/24,8:05,17:00
10002,06/17/24,8:10,17:00
10002,06/18/24,8:00,17:00
10002,06/19/24,8:05,17:00
10002,06/20/24,8:00,17:00
10002,06/21/24,8:00,17:00
10002,07/01/24,8:05,17:00
10002,07/02/24,8:00,17:00
10002,07/03/24,8:00,17:00
10002,07/04/24,8:05,17:00
10002,07/05/24,8:00,17:00
10002,07/08/24,8:10,17:00
10002,07/09/24,8:05,17:00
10002,07/10/24,8:00,17:00
10002,07/11/24,8:00,17:00
10002,07/12/24,8:05,17:00
10002,07/15/24,8:10,17:00
10002,07/16/24,8:00,17:00
10002,07/17/24,8:05,17:00
10002,07/18/24,8:00,17:00
10002,07/19/24,8:00,17:00
10002,08/01/24,8:05,17:00
10002,08/02/24,8:00,17:00
10002,08/05/24,8:00,17:00
10002,08/06/24,8:05,17:00
10002,08/07/24,8:00,17:00
10002,08/08/24,8:10,17:00
10002,08/09/24,8:05,17:00
10002,08/12/24,8:00,17:00
10002,08/13/24,8:00,17:00
10002,08/14/24,8:05,17:00
10002,08/15/24,8:10,17:00
10002,08/16/24,8:00,17:00
10002,08/19/24,8:05,17:00
10002,08/20/24,8:00,17:00
10002,08/21/24,8:00,17:00
10002,09/02/24,8:05,17:00
10002,09/03/24,8:00,17:00
10002,09/04/24,8:00,17:00
10002,09/05/24,8:05,17:00
10002,09/06/24,8:00,17:00
10002,09/09/24,8:10,17:00
10002,09/10/24,8:05,17:00
10002,09/11/24,8:00,17:00
10002,09/12/24,8:00,17:00
10002,09/13/24,8:05,17:00
10002,09/16/24,8:10,17:00
10002,09/17/24,8:00,17:00
10002,09/18/24,8:05,17:00
10002,09/19/24,8:00,17:00
10002,09/20/24,8:00,17:00
10002,10/01/24,8:05,17:00
10002,10/02/24,8:00,17:00
10002,10/03/24,8:00,17:00
10002,10/04/24,8:05,17:00
10002,10/07/24,8:00,17:00
10002,10/08/24,8:10,17:00
10002,10/09/24,8:05,17:00
10002,10/10/24,8:00,17:00
10002,10/11/24,8:00,17:00
10002,10/14/24,8:05,17:00
10002,10/15/24,8:10,17:00
10002,10/16/24,8:00,17:00
10002,10/17/24,8:05,17:00
10002,10/18/24,8:00,17:00
10002,10/21/24,8:00,17:00
10002,11/01/24,8:05,17:00
10002,11/04/24,8:00,17:00
10002,11/05/24,8:00,17:00
10002,11/06/24,8:05,17:00
10002,11/07/24,8:00,17:00
10002,11/08/24,8:10,17:00
10002,11/11/24,8:05,17:00
10002,11/12/24,8:00,17:00
10002,11/13/24,8:00,17:00
10002,11/14/24,8:05,17:00
10002,11/15/24,8:10,17:00
10002,11/18/24,8:00,17:00
10002,11/19/24,8:05,17:00
10002,11/20/24,8:00,17:00
10002,11/21/24,8:00,17:00
10002,12/02/24,8:05,17:00
10002,12/03/24,8:00,17:00
10002,12/04/24,8:00,17:00
10002,12/05/24,8:05,17:00
10002,12/06/24,8:00,17:00
10002,12/09/24,8:10,17:00
10002,12/10/24,8:05,17:00
10002,12/11/24,8:00,17:00
10002,12/12/24,8:00,17:00
10002,12/13/24,8:05,17:00
10002,12/16/24,8:10,17:00
10002,12/17/24,8:00,17:00
10002,12/18/24,8:05,17:00
10002,12/19/24,8:00,17:00
10002,12/20/24,8:00,17:00
10003,06/03/24,8:05,17:00
10003,06/04/24,8:00,17:00
10003,06/05/24,8:00,17:00
10003,06/06/24,8:05,17:00
10003,06/07/24,8:00,17:00
10003,06/10/24,8:10,17:00
10003,06/11/24,8:05,17:00
10003,06/12/24,8:00,17:00
10003,06/13/24,8:00,17:00
10003,06/14/24,8:05,17:00
10003,06/17/24,8:10,17:00
10003,06/18/24,8:00,17:00
10003,06/19/24,8:05,17:00
10003,06/20/24,8:00,17:00
10003,06/21/24,8:00,17:00
10003,07/01/24,8:05,17:00
10003,07/02/24,8:00,17:00
10003,07/03/24,8:00,17:00
10003,07/04/24,8:05,17:00
10003,07/05/24,8:00,17:00
10003,07/08/24,8:10,17:00
10003,07/09/24,8:05,17:00
10003,07/10/24,8:00,17:00
10003,07/11/24,8:00,17:00
10003,07/12/24,8:05,17:00
10003,07/15/24,8:10,17:00
10003,07/16/24,8:00,17:00
10003,07/17/24,8:05,17:00
10003,07/18/24,8:00,17:00
10003,07/19/24,8:00,17:00
10003,08/01/24,8:05,17:00
10003,08/02/24,8:00,17:00
10003,08/05/24,8:00,17:00
10003,08/06/24,8:05,17:00
10003,08/07/24,8:00,17:00
10003,08/08/24,8:10,17:00
10003,08/09/24,8:05,17:00
10003,08/12/24,8:00,17:00
10003,08/13/24,8:00,17:00
10003,08/14/24,8:05,17:00
10003,08/15/24,8:10,17:00
10003,08/16/24,8:00,17:00
10003,08/19/24,8:05,17:00
10003,08/20/24,8:00,17:00
10003,08/21/24,8:00,17:00
10003,09/02/24,8:05,17:00
10003,09/03/24,8:00,17:00
10003,09/04/24,8:00,17:00
10003,09/05/24,8:05,17:00
10003,09/06/24,8:00,17:00
10003,09/09/24,8:10,17:00
10003,09/10/24,8:05,17:00
10003,09/11/24,8:00,17:00
10003,09/12/24,8:00,17:00
10003,09/13/24,8:05,17:00
10003,09/16/24,8:10,17:00
10003,09/17/24,8:00,17:00
10003,09/18/24,8:05,17:00
10003,09/19/24,8:00,17:00
10003,09/20/24,8:00,17:00
10003,10/01/24,8:05,17:00
10003,10/02/24,8:00,17:00
10003,10/03/24,8:00,17:00
10003,10/04/24,8:05,17:00
10003,10/07/24,8:00,17:00
10003,10/08/24,8:10,17:00
10003,10/09/24,8:05,17:00
10003,10/10/24,8:00,17:00
10003,10/11/24,8:00,17:00
10003,10/14/24,8:05,17:00
10003,10/15/24,8:10,17:00
10003,10/16/24,8:00,17:00
10003,10/17/24,8:05,17:00
10003,10/18/24,8:00,17:00
10003,10/21/24,8:00,17:00
10003,11/01/24,8:05,17:00
10003,11/04/24,8:00,17:00
10003,11/05/24,8:00,17:00
10003,11/06/24,8:05,17:00
10003,11/07/24,8:00,17:00
10003,11/08/24,8:10,17:00
10003,11/11/24,8:05,17:00
10003,11/12/24,8:00,17:00
10003,11/13/24,8:00,17:00
10003,11/14/24,8:05,17:00
10003,11/15/24,8:10,17:00
10003,11/18/24,8:00,17:00
10003,11/19/24,8:05,17:00
10003,11/20/24,8:00,17:00
10003,11/21/24,8:00,17:00
10003,12/02/24,8:05,17:00
10003,12/03/24,8:00,17:00
10003,12/04/24,8:00,17:00
10003,12/05/24,8:05,17:00
10003,12/06/24,8:00,17:00
10003,12/09/24,8:10,17:00
10003,12/10/24,8:05,17:00
10003,12/11/24,8:00,17:00
10003,12/12/24,8:00,17:00
10003,12/13/24,8:05,17:00
10003,12/16/24,8:10,17:00
10003,12/17/24,8:00,17:00
10003,12/18/24,8:05,17:00
10003,12/19/24,8:00,17:00
10003,12/20/24,8:00,17:00
10004,06/03/24,8:05,17:00
10004,06/04/24,8:00,17:00
10004,06/05/24,8:00,17:00
10004,06/06/24,8:05,17:00
10004,06/07/24,8:00,17:00
10004,06/10/24,8:10,17:00
10004,06/11/24,8:05,17:00
10004,06/12/24,8:00,17:00
10004,06/13/24,8:00,17:00
10004,06/14/24,8:05,17:00
10004,06/17/24,8:10,17:00
10004,06/18/24,8:00,17:00
10004,06/19/24,8:05,17:00
10004,06/20/24,8:00,17:00
10004,06/21/24,8:00,17:00
10004,07/01/24,8:05,17:00
10004,07/02/24,8:00,17:00
10004,07/03/24,8:00,17:00
10004,07/04/24,8:05,17:00
10004,07/05/24,8:00,17:00
10004,07/08/24,8:10,17:00
10004,07/09/24,8:05,17:00
10004,07/10/24,8:00,17:00
10004,07/11/24,8:00,17:00
10004,07/12/24,8:05,17:00
10004,07/15/24,8:10,17:00
10004,07/16/24,8:00,17:00
10004,07/17/24,8:05,17:00
10004,07/18/24,8:00,17:00
10004,07/19/24,8:00,17:00
10004,08/01/24,8:05,17:00
10004,08/02/24,8:00,17:00
10004,08/05/24,8:00,17:00
10004,08/06/24,8:05,17:00
10004,08/07/24,8:00,17:00
10004,08/08/24,8:10,17:00
10004,08/09/24,8:05,17:00
10004,08/12/24,8:00,17:00
10004,08/13/24,8:00,17:00
10004,08/14/24,8:05,17:00
10004,08/15/24,8:10,17:00
10004,08/16/24,8:00,17:00
10004,08/19/24,8:05,17:00
10004,08/20/24,8:00,17:00
10004,08/21/24,8:00,17:00
10004,09/02/24,8:05,17:00
10004,09/03/24,8:00,17:00
10004,09/04/24,8:00,17:00
10004,09/05/24,8:05,17:00
10004,09/06/24,8:00,17:00
10004,09/09/24,8:10,17:00
10004,09/10/24,8:05,17:00
10004,09/11/24,8:00,17:00
10004,09/12/24,8:00,17:00
10004,09/13/24,8:05,17:00
10004,09/16/24,8:10,17:00
10004,09/17/24,8:00,17:00
10004,09/18/24,8:05,17:00
10004,09/19/24,8:00,17:00
10004,09/20/24,8:00,17:00
10004,10/01/24,8:05,17:00
10004,10/02/24,8:00,17:00
10004,10/03/24,8:00,17:00
10004,10/04/24,8:05,17:00
10004,10/07/24,8:00,17:00
10004,10/08/24,8:10,17:00
10004,10/09/24,8:05,17:00
10004,10/10/24,8:00,17:00
10004,10/11/24,8:00,17:00
10004,10/14/24,8:05,17:00
10004,10/15/24,8:10,17:00
10004,10/16/24,8:00,17:00
10004,10/17/24,8:05,17:00
10004,10/18/24,8:00,17:00
10004,10/21/24,8:00,17:00
10004,11/01/24,8:05,17:00
10004,11/04/24,8:00,17:00
10004,11/05/24,8:00,17:00
10004,11/06/24,8:05,17:00
10004,11/07/24,8:00,17:00
10004,11/08/24,8:10,17:00
10004,11/11/24,8:05,17:00
10004,11/12/24,8:00,17:00
10004,11/13/24,8:00,17:00
10004,11/14/24,8:05,17:00
10004,11/15/24,8:10,17:00
10004,11/18/24,8:00,17:00
10004,11/19/24,8:05,17:00
10004,11/20/24,8:00,17:00
10004,11/21/24,8:00,17:00
10004,12/02/24,8:05,17:00
10004,12/03/24,8:00,17:00
10004,12/04/24,8:00,17:00
10004,12/05/24,8:05,17:00
10004,12/06/24,8:00,17:00
10004,12/09/24,8:10,17:00
10004,12/10/24,8:05,17:00
10004,12/11/24,8:00,17:00
10004,12/12/24,8:00,17:00
10004,12/13/24,8:05,17:00
10004,12/16/24,8:10,17:00
10004,12/17/24,8:00,17:00
10004,12/18/24,8:05,17:00
10004,12/19/24,8:00,17:00
10004,12/20/24,8:00,17:00
10005,06/03/24,8:05,17:00
10005,06/04/24,8:00,17:00
10005,06/05/24,8:00,17:00
10005,06/06/24,8:05,17:00
10005,06/07/24,8:00,17:00
10005,06/10/24,8:10,17:00
10005,06/11/24,8:05,17:00
10005,06/12/24,8:00,17:00
10005,06/13/24,8:00,17:00
10005,06/14/24,8:05,17:00
10005,06/17/24,8:10,17:00
10005,06/18/24,8:00,17:00
10005,06/19/24,8:05,17:00
10005,06/20/24,8:00,17:00
10005,06/21/24,8:00,17:00
10005,07/01/24,8:05,17:00
10005,07/02/24,8:00,17:00
10005,07/03/24,8:00,17:00
10005,07/04/24,8:05,17:00
10005,07/05/24,8:00,17:00
10005,07/08/24,8:10,17:00
10005,07/09/24,8:05,17:00
10005,07/10/24,8:00,17:00
10005,07/11/24,8:00,17:00
10005,07/12/24,8:05,17:00
10005,07/15/24,8:10,17:00
10005,07/16/24,8:00,17:00
10005,07/17/24,8:05,17:00
10005,07/18/24,8:00,17:00
10005,07/19/24,8:00,17:00
10005,08/01/24,8:05,17:00
10005,08/02/24,8:00,17:00
10005,08/05/24,8:00,17:00
10005,08/06/24,8:05,17:00
10005,08/07/24,8:00,17:00
10005,08/08/24,8:10,17:00
10005,08/09/24,8:05,17:00
10005,08/12/24,8:00,17:00
10005,08/13/24,8:00,17:00
10005,08/14/24,8:05,17:00
10005,08/15/24,8:10,17:00
10005,08/16/24,8:00,17:00
10005,08/19/24,8:05,17:00
10005,08/20/24,8:00,17:00
10005,08/21/24,8:00,17:00
10005,09/02/24,8:05,17:00
10005,09/03/24,8:00,17:00
10005,09/04/24,8:00,17:00
10005,09/05/24,8:05,17:00
10005,09/06/24,8:00,17:00
10005,09/09/24,8:10,17:00
10005,09/10/24,8:05,17:00
10005,09/11/24,8:00,17:00
10005,09/12/24,8:00,17:00
10005,09/13/24,8:05,17:00
10005,09/16/24,8:10,17:00
10005,09/17/24,8:00,17:00
10005,09/18/24,8:05,17:00
10005,09/19/24,8:00,17:00
10005,09/20/24,8:00,17:00
10005,10/01/24,8:05,17:00
10005,10/02/24,8:00,17:00
10005,10/03/24,8:00,17:00
10005,10/04/24,8:05,17:00
10005,10/07/24,8:00,17:00
10005,10/08/24,8:10,17:00
10005,10/09/24,8:05,17:00
10005,10/10/24,8:00,17:00
10005,10/11/24,8:00,17:00
10005,10/14/24,8:05,17:00
10005,10/15/24,8:10,17:00
10005,10/16/24,8:00,17:00
10005,10/17/24,8:05,17:00
10005,10/18/24,8:00,17:00
10005,10/21/24,8:00,17:00
10005,11/01/24,8:05,17:00
10005,11/04/24,8:00,17:00
10005,11/05/24,8:00,17:00
10005,11/06/24,8:05,17:00
10005,11/07/24,8:00,17:00
10005,11/08/24,8:10,17:00
10005,11/11/24,8:05,17:00
10005,11/12/24,8:00,17:00
10005,11/13/24,8:00,17:00
10005,11/14/24,8:05,17:00
10005,11/15/24,8:10,17:00
10005,11/18/24,8:00,17:00
10005,11/19/24,8:05,17:00
10005,11/20/24,8:00,17:00
10005,11/21/24,8:00,17:00
10005,12/02/24,8:05,17:00
10005,12/03/24,8:00,17:00
10005,12/04/24,8:00,17:00
10005,12/05/24,8:05,17:00
10005,12/06/24,8:00,17:00
10005,12/09/24,8:10,17:00
10005,12/10/24,8:05,17:00
10005,12/11/24,8:00,17:00
10005,12/12/24,8:00,17:00
10005,12/13/24,8:05,17:00
10005,12/16/24,8:10,17:00
10005,12/17/24,8:00,17:00
10005,12/18/24,8:05,17:00
10005,12/19/24,8:00,17:00
10005,12/20/24,8:00,17:00
10006,06/03/24,8:05,17:00
10006,06/04/24,8:00,17:00
10006,06/05/24,8:00,17:00
10006,06/06/24,8:05,17:00
10006,06/07/24,8:00,17:00
10006,06/10/24,8:10,17:00
10006,06/11/24,8:05,17:00
10006,06/12/24,8:00,17:00
10006,06/13/24,8:00,17:00
10006,06/14/24,8:05,17:00
10006,06/17/24,8:10,17:00
10006,06/18/24,8:00,17:00
10006,06/19/24,8:05,17:00
10006,06/20/24,8:00,17:00
10006,06/21/24,8:00,17:00
10006,07/01/24,8:05,17:00
10006,07/02/24,8:00,17:00
10006,07/03/24,8:00,17:00
10006,07/04/24,8:05,17:00
10006,07/05/24,8:00,17:00
10006,07/08/24,8:10,17:00
10006,07/09/24,8:05,17:00
10006,07/10/24,8:00,17:00
10006,07/11/24,8:00,17:00
10006,07/12/24,8:05,17:00
10006,07/15/24,8:10,17:00
10006,07/16/24,8:00,17:00
10006,07/17/24,8:05,17:00
10006,07/18/24,8:00,17:00
10006,07/19/24,8:00,17:00
10006,08/01/24,8:05,17:00
10006,08/02/24,8:00,17:00
10006,08/05/24,8:00,17:00
10006,08/06/24,8:05,17:00
10006,08/07/24,8:00,17:00
10006,08/08/24,8:10,17:00
10006,08/09/24,8:05,17:00
10006,08/12/24,8:00,17:00
10006,08/13/24,8:00,17:00
10006,08/14/24,8:05,17:00
10006,08/15/24,8:10,17:00
10006,08/16/24,8:00,17:00
10006,08/19/24,8:05,17:00
10006,08/20/24,8:00,17:00
10006,08/21/24,8:00,17:00
10006,09/02/24,8:05,17:00
10006,09/03/24,8:00,17:00
10006,09/04/24,8:00,17:00
10006,09/05/24,8:05,17:00
10006,09/06/24,8:00,17:00
10006,09/09/24,8:10,17:00
10006,09/10/24,8:05,17:00
10006,09/11/24,8:00,17:00
10006,09/12/24,8:00,17:00
10006,09/13/24,8:05,17:00
10006,09/16/24,8:10,17:00
10006,09/17/24,8:00,17:00
10006,09/18/24,8:05,17:00
10006,09/19/24,8:00,17:00
10006,09/20/24,8:00,17:00
10006,10/01/24,8:05,17:00
10006,10/02/24,8:00,17:00
10006,10/03/24,8:00,17:00
10006,10/04/24,8:05,17:00
10006,10/07/24,8:00,17:00
10006,10/08/24,8:10,17:00
10006,10/09/24,8:05,17:00
10006,10/10/24,8:00,17:00
10006,10/11/24,8:00,17:00
10006,10/14/24,8:05,17:00
10006,10/15/24,8:10,17:00
10006,10/16/24,8:00,17:00
10006,10/17/24,8:05,17:00
10006,10/18/24,8:00,17:00
10006,10/21/24,8:00,17:00
10006,11/01/24,8:05,17:00
10006,11/04/24,8:00,17:00
10006,11/05/24,8:00,17:00
10006,11/06/24,8:05,17:00
10006,11/07/24,8:00,17:00
10006,11/08/24,8:10,17:00
10006,11/11/24,8:05,17:00
10006,11/12/24,8:00,17:00
10006,11/13/24,8:00,17:00
10006,11/14/24,8:05,17:00
10006,11/15/24,8:10,17:00
10006,11/18/24,8:00,17:00
10006,11/19/24,8:05,17:00
10006,11/20/24,8:00,17:00
10006,11/21/24,8:00,17:00
10006,12/02/24,8:05,17:00
10006,12/03/24,8:00,17:00
10006,12/04/24,8:00,17:00
10006,12/05/24,8:05,17:00
10006,12/06/24,8:00,17:00
10006,12/09/24,8:10,17:00
10006,12/10/24,8:05,17:00
10006,12/11/24,8:00,17:00
10006,12/12/24,8:00,17:00
10006,12/13/24,8:05,17:00
10006,12/16/24,8:10,17:00
10006,12/17/24,8:00,17:00
10006,12/18/24,8:05,17:00
10006,12/19/24,8:00,17:00
10006,12/20/24,8:00,17:00
10007,06/03/24,8:05,17:00
10007,06/04/24,8:00,17:00
10007,06/05/24,8:00,17:00
10007,06/06/24,8:05,17:00
10007,06/07/24,8:00,17:00
10007,06/10/24,8:10,17:00
10007,06/11/24,8:05,17:00
10007,06/12/24,8:00,17:00
10007,06/13/24,8:00,17:00
10007,06/14/24,8:05,17:00
10007,06/17/24,8:10,17:00
10007,06/18/24,8:00,17:00
10007,06/19/24,8:05,17:00
10007,06/20/24,8:00,17:00
10007,06/21/24,8:00,17:00
10007,07/01/24,8:05,17:00
10007,07/02/24,8:00,17:00
10007,07/03/24,8:00,17:00
10007,07/04/24,8:05,17:00
10007,07/05/24,8:00,17:00
10007,07/08/24,8:10,17:00
10007,07/09/24,8:05,17:00
10007,07/10/24,8:00,17:00
10007,07/11/24,8:00,17:00
10007,07/12/24,8:05,17:00
10007,07/15/24,8:10,17:00
10007,07/16/24,8:00,17:00
10007,07/17/24,8:05,17:00
10007,07/18/24,8:00,17:00
10007,07/19/24,8:00,17:00
10007,08/01/24,8:05,17:00
10007,08/02/24,8:00,17:00
10007,08/05/24,8:00,17:00
10007,08/06/24,8:05,17:00
